company,category,category_source
BEACONHILLS CHRISTIAN COLLEGE LIMITED,Education - Schools & Training,original
Beak & Johnston Pty. Ltd.,"Agriculture, Food & Beverage",inferred
BEAUFORT & SKIPTON HEALTH SERVICE,"Healthcare, Medical & Pharmaceutical",original
BEAUMARIS SECONDARY COLLEGE,Education - Schools & Training,original
BEAVER WILLIAMS PTY LTD,Unknown / To Check,unresolved
Beca Pty. Ltd.,Engineering & Construction,inferred
BECHTEL AUSTRALIA PTY LTD,Engineering & Construction,inferred
BECK AND ROBERTSON PTY LTD,Unknown / To Check,unresolved
BECKMAN COULTER AUSTRALIA PTY LTD,"Healthcare, Medical & Pharmaceutical",inferred
Becton Dickinson Pty Ltd,"Healthcare, Medical & Pharmaceutical",inferred
BEECHWORTH BAKERY EMPLOYEE CO. PTY LTD,"Agriculture, Food & Beverage",original
BEECHWORTH HEALTH SERVICES,"Healthcare, Medical & Pharmaceutical",original
BEGA CHEESE LIMITED,"Agriculture, Food & Beverage",inferred
Beiersdorf Australia Ltd,Consumer Goods & Retail,inferred
BELGRAVIA HOTEL PTY LTD,"Hospitality, Travel & Tourism",original
BELLE PROPERTY AUSTRALASIA PTY LTD,Real Estate & Property,original
BELLROY PTY LTD,Consumer Goods & Retail,inferred
Bemin Secondary College,Education - Schools & Training,original
Benalla Health,"Healthcare, Medical & Pharmaceutical",original
BENALLA P-12 COLLEGE,Education - Schools & Training,original
BENCH MEDIA PTY LTD,Marketing & Advertising,inferred
BENDIGO AND ADELAIDE BANK LIMITED,Banking & Financial Services,original
BENDIGO DISTRICT RSL SUB-BRANCH INC.,"Religious, Charitable & Non-profit",inferred
BENDIGO HEALTH,"Healthcare, Medical & Pharmaceutical",original
BENDIGO KANGAN INSTITUTE,Education - Schools & Training,inferred
Bendigo Senior Secondary College,Education - Schools & Training,original
BENNE-LONG ENTERPRISES PTY LTD,Unknown / To Check,unresolved
Bentley Systems Pty Ltd,Information Technology & Software,original
BERRY HOLDINGS OF AUSTRALIA PTY LTD & COSTA BERRY HOLDINGS PTY LTD,"Agriculture, Food & Beverage",inferred
BERRY STREET VICTORIA INCORPORATED,"Aged Care, Disability & Social Services",inferred
BERTRIKA INVESTMENTS PTY LTD AND JAMISCO PTY LTD AND JOAD NOMINEES PTY LTD,Banking & Financial Services,original
BERWICK SECONDARY COLLEGE,Education - Schools & Training,original
Best and Less Pty Ltd,Consumer Goods & Retail,inferred
Betchoice Corporation Pty Ltd,"Media, Entertainment & Creative",inferred
BETHESDA HOSPITAL INC,"Healthcare, Medical & Pharmaceutical",original
Better Rehabilitation Pty. Ltd.,"Healthcare, Medical & Pharmaceutical",inferred
BEYOND BLUE LIMITED,"Religious, Charitable & Non-profit",inferred
BG&E PTY LIMITED,Engineering & Construction,inferred
BG&E Resources Pty Ltd,"Mining, Resources & Energy",original
BGC (AUSTRALIA) PTY LTD,Engineering & Construction,inferred
BGNH SECURITIES PTY LTD,Banking & Financial Services,original
BHP Group Limited,"Mining, Resources & Energy",original
BICAustralia Pty Ltd,Consumer Goods & Retail,inferred
BIDGEE GROUP PTY LTD,Unknown / To Check,unresolved
BIESSE GROUP AUSTRALIA PTY LIMITED,Manufacturing & Industrial,inferred
Big Red Group Pty Ltd,"Hospitality, Travel & Tourism",inferred
BIG VILLAGE AUSTRALIA PTY LTD,Marketing & Advertising,inferred
BigCommerce pty Ltd,Information Technology & Software,inferred
BILLARD LEECE PARTNERSHIP PTY LTD,Architecture & Design,inferred
BILLET ENGINEERING SERVICES PTY LTD,Engineering & Construction,original
Bilue Pty Ltd,Information Technology & Software,inferred
Bingo Industries Limited,Manufacturing & Industrial,original
Binyan Studios 3D Visualisation Pty Ltd,"Media, Entertainment & Creative",original
BIO-STRATEGY PTY LIMITED,"Healthcare, Medical & Pharmaceutical",inferred
Biogen Australia Pty Ltd,"Healthcare, Medical & Pharmaceutical",inferred
BIOMAR PTY LTD,"Agriculture, Food & Beverage",inferred
Biotronik Australia Pty Ltd,"Healthcare, Medical & Pharmaceutical",inferred
BIRDON HOLDINGS PTY LTD,Defence & Aerospace,inferred
Bizcover Pty Ltd,Insurance,inferred
BJSS Australia Pty Ltd,Information Technology & Software,inferred
Bl Worldwide (Australia) Pty Ltd,Marketing & Advertising,inferred
BLACKMAGIC DESIGN PTY LTD,Manufacturing & Industrial,inferred
BLACKMORE-S LIMITED,"Healthcare, Medical & Pharmaceutical",inferred
BLACKROCK INVESTMENT MANAGEMENT (AUSTRALIA) LIMITED,Banking & Financial Services,original
Blackstone Real Estate Australia Pty Ltd,Real Estate & Property,original
Bloomberg Australia Pty Ltd,Banking & Financial Services,inferred
Blue Care,"Aged Care, Disability & Social Services",inferred
Blue Water Shipping Pty Ltd,Transport & Logistics,original
BLUE YONDER AUSTRALIA PTY LTD,Information Technology & Software,inferred
BLUE-FIN RESOURCES PTY. LIMITED,"Mining, Resources & Energy",original
Bluechiip Limited,Information Technology & Software,inferred
BLUECHIP ENTERPRISES PTY LTD,Unknown / To Check,unresolved
BLUESCOPE STEEL LIMITED,Engineering & Construction,original
BMC SOFTWARE (AUSTRALIA) PTY. LTD,Information Technology & Software,original
BMF Advertising Pty Ltd,Marketing & Advertising,original
BMT DEF-ENCE AND SECURITY AUSTRALIA PTY LTD,Defence & Aerospace,inferred
BMW AUSTRALIA FINANCE LIMITED,Automotive,original
BMW Australia Ltd.,Automotive,original
BMW SYDNEY PTY LTD,Automotive,original
BNP PARIBAS,Banking & Financial Services,inferred
BNY MELLON AUSTRALIA PTY LTD,Banking & Financial Services,inferred
BOARD OF TRUSTEES OF THE ROCKHAMPTON GRAMMAR SCHOOL,Education - Schools & Training,original
Boardroom Pty Limited,"Consulting, Accounting & Professional Services",inferred
Boart Longyear Australia Pty Ltd,"Mining, Resources & Energy",inferred
BOC LIMITED,Manufacturing & Industrial,inferred
BOEHRINGER INGELHEIM PTY LTD,"Healthcare, Medical & Pharmaceutical",inferred
Boeing Australia Holdings Pty Ltd,Aviation & Aerospace,inferred
BOEKEMAN MACHINERY (WA) PTY LTD,Manufacturing & Industrial,original
BOLLORE LOGISTICS AUSTRALIA PTY LTD,Transport & Logistics,original
BOMAS SERVICES PTY LIMITED,Unknown / To Check,unresolved
BOND UNIVERSITY LIMITED,Education - Universities & Higher Ed,original
Bookleaf Pty Ltd,Unknown / To Check,unresolved
BOOM LOGISTICS LTD,Transport & Logistics,original
BOOMAROO NURSERIES PTY. LTD.,"Agriculture, Food & Beverage",inferred
BOORT DISTRICT HEALTH,"Healthcare, Medical & Pharmaceutical",original
BORAL LIMITED,Manufacturing & Industrial,original
BORG MANUFACTURING PTY LIMITED,Manufacturing & Industrial,original
BOSCH REXROTH PTY LTD,Manufacturing & Industrial,inferred
BOSKALIS AUSTRALIA PTY LIMITED,Engineering & Construction,inferred
BOSTIK AUSTRALIA PTY LTD,Manufacturing & Industrial,inferred
Boston Scientific Pty Ltd,"Healthcare, Medical & Pharmaceutical",inferred
Boundary Bend Olives Pty Ltd,"Agriculture, Food & Beverage",inferred
Bourchier Street Primary School,Education - Schools & Training,original
Bouygues Construction Australia Pty Ltd,Engineering & Construction,original
BP AUSTRALIA PTY LTD,"Mining, Resources & Energy",inferred
BP ENERGY AUSTRALIA PTY LTD,"Mining, Resources & Energy",original
Bracton Industries (NSW) Pty Ltd,Manufacturing & Industrial,original
Bradken Resources Pty Limited,"Mining, Resources & Energy",original
BRAE-MAR SHIPBROKING PTY LTD,Transport & Logistics,inferred
Braithwaite Steiner & Pretty Pty Ltd,Unknown / To Check,unresolved
Brambles Limited,Transport & Logistics,inferred
BRAVURA SOLUTIONS OPERATIONS PTY LIMITED,Information Technology & Software,inferred
BRAZE AUSTRALIA PTY LTD,Information Technology & Software,inferred
BREAKWATER ISLAND LIMITED - 4,"Hospitality, Travel & Tourism",inferred
Brefni Pty Ltd,Unknown / To Check,unresolved
BRENNAN IT PTY LIMITED,Information Technology & Software,inferred
Breville Pty Limited,Consumer Goods & Retail,inferred
BREWLIFE PEOPLE PTY LTD,Marketing & Advertising,inferred
Brickworks Ltd,Manufacturing & Industrial,inferred
Bridge Housing Limited,Real Estate & Property,inferred
Bridgestone Australia Ltd.,Automotive,inferred
Bridgestone Mining Solutions Australia Pty Ltd,"Mining, Resources & Energy",original
Bridgewest Perth Pharma Pty Ltd,"Healthcare, Medical & Pharmaceutical",inferred
Brighte Capital Pty Ltd,Banking & Financial Services,original
BRIGHTON PRIMARY SCHOOL,Education - Schools & Training,original
Brinbeal Secondary College,Education - Schools & Training,original
Brisbane Airport Corporation Pty Ltd,Aviation & Aerospace,original
BRISBANE BRONCOS RUGBY LEAGUE CLUB LIMITED,"Media, Entertainment & Creative",inferred
Brisbane Organising Committee for the 2032 Olympic and Paralympic Games,"Media, Entertainment & Creative",original
Bristol-Myers Squibb Australia Pty Ltd,"Healthcare, Medical & Pharmaceutical",inferred
Broadcom Sydney Pty Ltd,Information Technology & Software,inferred
Broadford Secondary College,Automotive,original
BROADMEADOWS PRIMARY SCHOOL,Education - Schools & Training,original
BROADMEADOWS SPECIAL DEVELOPMENTAL SCHOOL,Education - Schools & Training,original
BROADRIDGE (AUSTRALIA) PTY LTD,Banking & Financial Services,inferred
BROCKMAN ENGINEERING PTY LTD,Engineering & Construction,original
Broken Hill Musicians Club Ltd,"Hospitality, Travel & Tourism",inferred
Bromini Pty Ltd,Unknown / To Check,unresolved
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS PTY LTD,Real Estate & Property,inferred
Brookfield Global Manager Australia Pty Ltd,Banking & Financial Services,inferred
BROTHER INTERNATIONAL (AUST) PTY LTD,Manufacturing & Industrial,inferred
BROWN BROWN LLOYD PTY LTD,Insurance,inferred
BRP Australia Pty Ltd,Automotive,inferred
Brunel Energy Pty Ltd,"Mining, Resources & Energy",original
BSA Limited,Engineering & Construction,inferred
BSH Home Appliances Pty Ltd,Consumer Goods & Retail,inferred
BSI GROUP ANZ PTY LTD,"Consulting, Accounting & Professional Services",inferred
BT AUSTRALASIA PTY LIMITED,Telecommunications,inferred
BUCHER MUNICIPAL PTY LTD,Government & Public Sector,original
BUDAGE PTY LTD,Unknown / To Check,unresolved
Budget Rent a Car Australia Pty Ltd,Automotive,inferred
BUICK HOLDINGS PTY LTD,Unknown / To Check,unresolved
Built Pty Limited,Engineering & Construction,inferred
BULL MOTOR BODIES PTY LTD,Automotive,inferred
Bundaberg Friendly Society Medical Institute Ltd,"Healthcare, Medical & Pharmaceutical",original
BUNNINGS GROUP LIMITED,Consumer Goods & Retail,inferred
Bupa Aged Care Australia Pty Ltd,Insurance,original
BUPA ANZ Insurance Pty Ltd,Insurance,original
Bureau of Meteorology,Government & Public Sector,inferred
BUREAU VERITAS ASSET INTEGRITY AND RELIABILITY SERVICES PTY LIMITED,"Consulting, Accounting & Professional Services",inferred
Bureau Veritas Australia Pty Ltd,"Consulting, Accounting & Professional Services",inferred
Burswood Resort (Management) Limited,"Hospitality, Travel & Tourism",original
Burwood Council,Government & Public Sector,original
BUSINESS ESSENTIALS (AUSTRALASIA) PTY LTD,Unknown / To Check,unresolved
BUSSELTON CIVIL PTY LTD,Engineering & Construction,original
BVN ARCHITECTURE PTY LTD,Architecture & Design,original
BYE-ORD EQUIPMENT PTY. LTD.,Manufacturing & Industrial,original
C&M Leussink Engineering Pty Limited,Engineering & Construction,original
c.F.c HOLDINGS PTY LTD,Unknown / To Check,unresolved
CABOOLTURE BUS LINES PTY LTD,Transport & Logistics,inferred
cabrini health limited,"Healthcare, Medical & Pharmaceutical",original
CAE AUSTRALIA PTY LTD,Aviation & Aerospace,inferred
CAF Rail Australia Pty Ltd,Transport & Logistics,original
Caffery Holdings Pty Ltd,Unknown / To Check,unresolved
Cairns Regional Council,Government & Public Sector,original
CALEDONIA WA PTY LTD,Unknown / To Check,unresolved
CALENDAR CHEESE CO. pn'. LTD.,"Agriculture, Food & Beverage",inferred
Callcott & Downey Pty Ltd,Unknown / To Check,unresolved
CALLIDUS PROCESS SOLUTIONS PTY LTD,Engineering & Construction,inferred
CALOGO BLOODSTOCK AG,"Agriculture, Food & Beverage",inferred
CALVARY ADMINISTRATION PTY LTD,"Healthcare, Medical & Pharmaceutical",inferred
Camberwell High School,Education - Schools & Training,original
CAMBERWELL PRIMARY SCHOOL,Education - Schools & Training,original
CAMBRIDGE MERCANTILE (AUSTRALIA) PTY. LTD.,Banking & Financial Services,inferred
Campaigntrack Pty Ltd,Marketing & Advertising,inferred
CAMPFIRE DIGITAL TECHNOLOGY PTY LTD,Information Technology & Software,original
Camplify Co (Australia) Pty Ltd,"Hospitality, Travel & Tourism",inferred
Canberra Health Services,"Healthcare, Medical & Pharmaceutical",original
Canberra Private Hospital Pty Ltd,"Healthcare, Medical & Pharmaceutical",original
Canberra Raiders Sports Club Limited,"Hospitality, Travel & Tourism",inferred
Canberra Southern Cross Club Limited,"Hospitality, Travel & Tourism",inferred
CANBERRA TRADESMEN'S UNION CLUB LIMITED,"Hospitality, Travel & Tourism",inferred
CANCER COUNCIL VICTORIA,Government & Public Sector,original
CANDLEFOX PTY LTD,Marketing & Advertising,inferred
Cannatrek Medical Pty Ltd,"Healthcare, Medical & Pharmaceutical",original
CANNON HILL SERVICES PTY LTD,Unknown / To Check,unresolved
CANON AUSTRALIA PTY LTD,Manufacturing & Industrial,inferred
CANON MEDICAL SYSTEMS ANZ PTY LIMITED,"Healthcare, Medical & Pharmaceutical",original
CANON PRODUCTION PRINTING AUSTRALIA PTY LTD,"Media, Entertainment & Creative",original
CanTeen - The Australian Organisation for Young People Living with Cancer,"Religious, Charitable & Non-profit",inferred
Canva Pty Ltd,Information Technology & Software,original
CAPDRILL AUSTRALIA PTY LTD,"Mining, Resources & Energy",inferred
CAPE AUSTRALIA HOLDINGS PTY LIMITED,Engineering & Construction,original
Capgemini Australia Pty Limited,Information Technology & Software,original
Capital S.M.A.R.T Repairs Australia Pty Ltd,Banking & Financial Services,original
Capitol Health Ltd,"Healthcare, Medical & Pharmaceutical",original
CAPRAL LIMITED,Manufacturing & Industrial,inferred
CARANICHE PTY LTD,"Healthcare, Medical & Pharmaceutical",inferred
Carbonlite Enterprises Pty Ltd,Unknown / To Check,unresolved
CARE 1 PTY LTD,Unknown / To Check,unresolved
Care Services Administration Pty Ltd,"Aged Care, Disability & Social Services",original
Carecentric Pty Ltd,Unknown / To Check,unresolved
CareFlight Limited,"Healthcare, Medical & Pharmaceutical",inferred
Cargill Australia Limited,"Agriculture, Food & Beverage",inferred
Carinya Home for the Aged,"Aged Care, Disability & Social Services",inferred
Carl Zeiss Pty. Limited,Manufacturing & Industrial,inferred
CARLTON FOOTBALL CLUB LIMITED,"Media, Entertainment & Creative",inferred
Carlton North Primary School,Education - Schools & Training,original
Carnival PLC,"Hospitality, Travel & Tourism",inferred
CARPENTARIA BUFFALO CLUB MOUNT ISA INCORPORATED,"Hospitality, Travel & Tourism",inferred
CARPENTARIA SHIRE COUNCIL,Government & Public Sector,original
CARRANBALLAC P-9 COLLEGE,Education - Schools & Training,original
Carrier Air Conditioning Pty Ltd,Manufacturing & Industrial,inferred
CARSALES.COM LIMITED,Information Technology & Software,inferred
Casterton Memorial Hospital,"Healthcare, Medical & Pharmaceutical",original
CASTLEDEX PTY LTD,Unknown / To Check,unresolved
Catalyst IT Australia Pty Limited,Information Technology & Software,inferred
CATAPULT SPORTS PTY. LTD.,Information Technology & Software,inferred
CATCH.COM.AIJ PTY LTD,Consumer Goods & Retail,inferred
CATERPILLAR OF AUSTRALIA PTY LTD,Manufacturing & Industrial,inferred
Catholic Education Sandhurst Limited,Education - Schools & Training,original
CATHOLIC HEALTHCARE LIMITED,"Healthcare, Medical & Pharmaceutical",original
Catholic Regional College Sydenham,Education - Schools & Training,original
Catlin Australia Pty Ltd,Insurance,inferred
CAULFIELD JUNIOR COLLEGE,Education - Schools & Training,original
CBD GOLF CLUB PTY LTD,"Hospitality, Travel & Tourism",inferred
CBI-I RESOURCES LIMITED,"Mining, Resources & Energy",original
CBRE (C) Pty Limited,Real Estate & Property,inferred
CCH Australia Limited,"Media, Entertainment & Creative",inferred
CCL LABEL AUSTRALIA PTY LTD,Manufacturing & Industrial,inferred
CCNB Limited,"Aged Care, Disability & Social Services",inferred
CDPQ Sydney Pty Ltd,Banking & Financial Services,inferred
Cement Australia (QId) Pty Ltd,Manufacturing & Industrial,inferred
CENTENARY INSTITUTE OF CANCER MEDICINE AND CELL BIOLOGY,"Healthcare, Medical & Pharmaceutical",original
Centennial Coal Company Pty Limited,"Mining, Resources & Energy",original
Central Coast Local Health District,"Healthcare, Medical & Pharmaceutical",original
CENTRAL DESERT REGIONAL COUNCIL,Government & Public Sector,original
Central Earthmoving Company Pty Ltd,Engineering & Construction,original
Central Gippsland Health Service,"Healthcare, Medical & Pharmaceutical",original
CENTRAL HIGHLANDS RURAL HEALTH,"Healthcare, Medical & Pharmaceutical",original
Central Innovation Holdings Pty Ltd,Information Technology & Software,inferred
Central Queensland University,Education - Universities & Higher Ed,original
Central Steel Build Pty Ltd,Engineering & Construction,original
CENTRAL SYSTEMS PTY LTD,Information Technology & Software,original
CENTRE FOR DIGESTIVE DISEASES PTY LTD,"Healthcare, Medical & Pharmaceutical",inferred
CENTRE FOR EYE RESEARCH AUSTRALIA LTD,"Healthcare, Medical & Pharmaceutical",inferred
CENTURY YUASA BATTERIES PTY LTD,Manufacturing & Industrial,inferred
Cerebral Palsy Alliance,"Aged Care, Disability & Social Services",inferred
CERNER CORPORATION PTY LTD,Information Technology & Software,inferred
Certifer Australia Pty Ltd,"Consulting, Accounting & Professional Services",inferred
